-5.869978254401569950e-01,-5.140914148651369864e-01,5.332806873914109902e-01,0.000000000000000000e+00
1.013989156341010001e-01,6.963579189171940076e-01,3.753574603244460017e-01,0.000000000000000000e+00
4.018726097383359952e-01,-7.474217189801819483e-01,-7.147090499126820262e-01,0.000000000000000000e+00
5.449038231166300310e-03,4.746027598401360015e-01,-4.135554898649109745e-01,0.000000000000000000e+00
-2.164188528977490034e+00,-2.039324970710190144e+00,1.541716998428130037e+00,0.000000000000000000e+00
2.637766634304219981e-02,4.740166653196480062e-02,-1.146265112099370098e+00,0.000000000000000000e+00
-4.697785310883880183e-01,-4.658562427529509831e-02,1.151139564639890089e+00,0.000000000000000000e+00
-2.713058765117770110e-01,-3.723114716398699953e-01,-8.620194996353330863e-03,0.000000000000000000e+00
3.357415076388480246e-01,-1.122642276315789944e+00,1.064306652977339979e-01,0.000000000000000000e+00
-1.225015361984280071e+00,3.749025032151500070e-01,-6.435124686848020525e-01,0.000000000000000000e+00
1.537639875834970082e+00,3.777872575252200216e-01,-7.641919867330390082e-01,0.000000000000000000e+00
1.161879809414569920e+00,-1.724471544500900011e+00,9.785308509673450450e-01,0.000000000000000000e+00
-7.162115143442949750e-01,-8.190741225881309484e-01,6.885551957564539638e-01,0.000000000000000000e+00
-1.515480473945549911e-01,-1.185510597901249935e-01,8.585025778224469883e-02,0.000000000000000000e+00
-6.755397276838839837e-02,7.215592595506949980e-01,1.566375381100080025e-02,0.000000000000000000e+00
1.462864224203779928e+00,3.676772341624000295e-02,-1.142929145688629911e+00,0.000000000000000000e+00
-2.734155555072109944e+00,-4.744413330237449600e+00,-4.931111968298579562e+00,1.000000000000000000e+00
-5.822449155684999766e+00,-5.413786691426380138e+00,-1.114324102425790031e+01,1.000000000000000000e+00
-1.246143786003860027e-01,4.836904440390599746e-01,-5.316581499943580091e-01,0.000000000000000000e+00
1.426959901545379994e+00,-2.722801817918960032e-01,2.837220388516459857e-01,0.000000000000000000e+00
-6.386674514156760463e-01,7.445885260106230308e-02,-7.984835332974300481e-01,0.000000000000000000e+00
1.434479883848299941e+00,9.081665224019039306e-02,-3.688893809044099803e-02,0.000000000000000000e+00
1.071592808302759936e+00,2.172970793362670114e-02,-1.427933475523510132e-01,0.000000000000000000e+00
-3.755274226722219999e-01,3.694321865183560205e-01,4.219767262198200197e-01,0.000000000000000000e+00
-3.944238497944350108e+00,-9.057992529437450813e+00,1.524500915260250000e+00,1.000000000000000000e+00
-3.701303652102310160e-01,5.219928526152910198e-02,-1.481306506007240009e-01,0.000000000000000000e+00
1.010814729461219974e+00,-1.927341950253700087e-01,-5.552051631402830090e-01,0.000000000000000000e+00
-1.630353765901309870e+01,-7.352792242972530090e+00,-1.759885354558790027e+01,1.000000000000000000e+00
2.706300378559349865e-02,1.073831424824220004e+00,2.078039217905909911e-02,0.000000000000000000e+00
1.294730331049339933e-01,9.451202354268419814e-01,-2.028987723214689953e-01,0.000000000000000000e+00
2.676175150705010011e-02,1.293807896947359870e-01,-4.954758782696189745e-01,0.000000000000000000e+00
2.499260393910020195e+00,2.474249429731569805e+00,8.539733747632249905e-01,0.000000000000000000e+00
7.546689035961390291e-01,3.692520114575050250e-01,6.998374097335310351e-01,0.000000000000000000e+00
-3.730912859109289936e-01,1.954776646729660117e-01,-3.492315252023689975e-01,0.000000000000000000e+00
