-3.135704349135600569e+04,-9.473422979295646655e+03,2.541342970826925011e+04,2.407187130847193475e+04,7.772981958262101216e+03,-4.054175277955337515e+04,0.000000000000000000e+00
-3.695368841318796331e+04,-1.113637142856787614e+04,3.005044257433769963e+04,2.840119151026902546e+04,9.295915529953579608e+03,-4.774305684751022636e+04,0.000000000000000000e+00
-3.559467723299049976e+04,-1.072051930856424042e+04,2.896501517119210985e+04,2.736589514808977765e+04,8.984229549099727592e+03,-4.597841852325110085e+04,0.000000000000000000e+00
-1.338204595274996245e+04,-4.030116682263973871e+03,1.088184352604259584e+04,1.028636011689206316e+04,3.365317448605958816e+03,-1.728358095027714080e+04,0.000000000000000000e+00
-1.490821221600825083e+04,-4.494849206456837237e+03,1.211655898710378460e+04,1.145864196214318144e+04,3.742412642368590241e+03,-1.926239494568260852e+04,0.000000000000000000e+00
-2.047751888704095109e+04,-6.217059681476580408e+03,1.649954471480584471e+04,1.568276205242124161e+04,4.933083629486957761e+03,-2.651704075625660334e+04,0.000000000000000000e+00
-1.340583055069767761e+04,-4.035827129914092438e+03,1.090277851745998305e+04,1.029871965820352671e+04,3.390892866836621124e+03,-1.729809906824307836e+04,1.000000000000000000e+00
-8.965236975054725690e+02,-2.754551897839957633e+02,7.192151812199285814e+02,6.850224406591812567e+02,2.125454437260952716e+02,-1.155242094353970060e+03,0.000000000000000000e+00
-1.916608516600360235e+04,-5.771190703990961083e+03,1.559901553359467107e+04,1.473598659488069461e+04,4.842631694369433717e+03,-2.475683404406299087e+04,0.000000000000000000e+00
-3.454331645609087718e+04,-1.040186835378665091e+04,2.811257392636969234e+04,2.655614664593737325e+04,8.720410939828248956e+03,-4.462022847149969311e+04,0.000000000000000000e+00
-1.664296405434068583e+04,-5.052511177478808349e+03,1.340744237031820012e+04,1.274172735178294897e+04,4.025991350965883612e+03,-2.153685410894722372e+04,1.000000000000000000e+00
-3.318792971841707913e+04,-9.994021977663787766e+03,2.701089658821055127e+04,2.551653416311066394e+04,8.382228967883647783e+03,-4.286509291181326262e+04,0.000000000000000000e+00
-1.786448314367313287e+04,-5.475285879955262317e+03,1.424195167422796840e+04,1.363116228674179001e+04,4.111366088257505908e+03,-2.319356806012518427e+04,0.000000000000000000e+00
-1.413905792190347165e+04,-4.298705387454477204e+03,1.137696414513180753e+04,1.082576238187449599e+04,3.398514768140938031e+03,-1.831142375417034054e+04,0.000000000000000000e+00
-1.251867093422075959e+04,-3.783054646882482757e+03,1.014593164662703384e+04,9.611848206875778487e+03,3.104467938496688930e+03,-1.618599996475500666e+04,0.000000000000000000e+00
-3.479068039583478821e+04,-1.048785920753307801e+04,2.827883422885491746e+04,2.673459711431536562e+04,8.737520792775478185e+03,-4.494932142443017801e+04,0.000000000000000000e+00
